Mês/Ano,Razão Social,CNPJ,Região,Estado,Município,Produto,Quantidade (m³)
12/2019,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,GORDURA DE FRANGO,161
12/2019,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,GORDURA DE FRANGO,91
12/2019,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,GORDURA DE FRANGO,248
12/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA DE FRANGO,396
12/2019,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA DE FRANGO,1657
12/2019,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA DE FRANGO,835
12/2019,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,GORDURA DE FRANGO,76
12/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,GORDURA DE FRANGO,101
12/2019,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,GORDURA DE FRANGO,31
12/2019,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,GORDURA DE PORCO,275
12/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA DE PORCO,351
12/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,GORDURA DE PORCO,3903
12/2019,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA DE PORCO,1419
12/2019,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA DE PORCO,3024
12/2019,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,GORDURA DE PORCO,95
12/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,GORDURA DE PORCO,1972
12/2019,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1198
12/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1047
12/2019,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),703
12/2019,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),387
12/2019,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),302
12/2019,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1506
12/2019,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),108
12/2019,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),13
12/2019,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),110
12/2019,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),2378
12/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),533
12/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),33
12/2019,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1424
12/2019,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),350
12/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE FRITURA USADO,230
12/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE FRITURA USADO,79
12/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,ÓLEO DE FRITURA USADO,3175
12/2019,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE FRITURA USADO,3602
12/2019,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE FRITURA USADO,84
12/2019,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE FRITURA USADO,148
12/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE FRITURA USADO,115
12/2019,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE MILHO,1747
12/2019,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE MILHO,30
12/2019,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE MILHO,117
12/2019,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2042
12/2019,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,280
12/2019,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,8158
12/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2017
12/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,224
12/2019,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,2316
12/2019,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE SOJA (GLYCINE MAX),7718
12/2019,CARAMURU ALIMENTOS S.A.,00080671000371,CENTRO OESTE,Goiás,SAO SIMAO,ÓLEO DE SOJA (GLYCINE MAX),14569
12/2019,CARAMURU ALIMENTOS S.A.,00080671002153,CENTRO OESTE,Goiás,IPAMERI,ÓLEO DE SOJA (GLYCINE MAX),12569
12/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE SOJA (GLYCINE MAX),25801
12/2019,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE SOJA (GLYCINE MAX),40
12/2019,ADM DO BRASIL LTDA,02003402002461,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),31260
12/2019,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,ÓLEO DE SOJA (GLYCINE MAX),650
12/2019,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE SOJA (GLYCINE MAX),7386
12/2019,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,ÓLEO DE SOJA (GLYCINE MAX),14014
12/2019,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),2108
12/2019,CARAMURU ALIMENTOS S.A.,00080671002668,CENTRO OESTE,Mato Grosso,SORRISO,ÓLEO DE SOJA (GLYCINE MAX),6855
12/2019,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),23470
12/2019,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),4872
12/2019,CARGILL AGRICOLA S A,60498706029481,CENTRO OESTE,Mato Grosso do Sul,TRES LAGOAS,ÓLEO DE SOJA (GLYCINE MAX),20722
12/2019,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE SOJA (GLYCINE MAX),5918
12/2019,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE SOJA (GLYCINE MAX),8464
12/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE SOJA (GLYCINE MAX),6781
12/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE SOJA (GLYCINE MAX),8716
12/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE SOJA (GLYCINE MAX),1813
12/2019,CESBRA QUIMICA LTDA,08436584000154,SUDESTE,Rio de Janeiro,VOLTA REDONDA,ÓLEO DE SOJA (GLYCINE MAX),4092
12/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,ÓLEO DE SOJA (GLYCINE MAX),537
12/2019,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,ÓLEO DE SOJA (GLYCINE MAX),3183
12/2019,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,ÓLEO DE SOJA (GLYCINE MAX),15114
12/2019,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE SOJA (GLYCINE MAX),21739
12/2019,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260,SUL,Rio Grande do Sul,CANOAS,ÓLEO DE SOJA (GLYCINE MAX),32815
12/2019,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,ÓLEO DE SOJA (GLYCINE MAX),3585
12/2019,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE SOJA (GLYCINE MAX),19102
12/2019,CAMERA AGROALIMENTOS S.A,98248644002656,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),9005
12/2019,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,ÓLEO DE SOJA (GLYCINE MAX),1929
12/2019,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),17634
12/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE SOJA (GLYCINE MAX),10446
12/2019,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),9258
12/2019,ADM DO BRASIL LTDA,02003402004677,SUL,Santa Catarina,JOACABA,ÓLEO DE SOJA (GLYCINE MAX),11709
12/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,OUTROS MATERIAIS GRAXOS,2444
"12/2019,""BIOCAMP INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE BIODIESEL LTDA"",08094915000115,CENTRO OESTE,Mato Grosso,CAMPO VERDE,OUTROS MATERIAIS GRAXOS,8968"
12/2019,FIAGRIL LTDA,02734023000821,CENTRO OESTE,Mato Grosso,LUCAS DO RIO VERDE,OUTROS MATERIAIS GRAXOS,7114
12/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,OUTROS MATERIAIS GRAXOS,3182
12/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,OUTROS MATERIAIS GRAXOS,953
12/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,OUTROS MATERIAIS GRAXOS,3034
12/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,OUTROS MATERIAIS GRAXOS,114
12/2019,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,OUTROS MATERIAIS GRAXOS,31
12/2019,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,OUTROS MATERIAIS GRAXOS,541
12/2019,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,OUTROS MATERIAIS GRAXOS,11278
12/2019,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,OUTROS MATERIAIS GRAXOS,422
12/2019,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000119,SUL,Rio Grande do Sul,PASSO FUNDO,OUTROS MATERIAIS GRAXOS,5643
12/2019,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,OUTROS MATERIAIS GRAXOS,383
12/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,OUTROS MATERIAIS GRAXOS,1835
11/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÁCIDO GRAXO DE ÓLEO DE SOJA,13
11/2019,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÁCIDO GRAXO DE ÓLEO DE SOJA,277
11/2019,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,GORDURA BOVINA,4364
11/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,GORDURA BOVINA,1114
11/2019,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,GORDURA BOVINA,1100
11/2019,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,GORDURA BOVINA,521
11/2019,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,GORDURA BOVINA,262
11/2019,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,GORDURA BOVINA,4510
11/2019,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,GORDURA BOVINA,2767
11/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,GORDURA BOVINA,4341
11/2019,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,08794451000150,NORTE,Rondônia,JI-PARANA,GORDURA BOVINA,1377
11/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,GORDURA BOVINA,49
11/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA BOVINA,8503
11/2019,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA BOVINA,8638
11/2019,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA BOVINA,4913
11/2019,FUGA COUROS SA,91302349001610,SUL,Rio Grande do Sul,CAMARGO,GORDURA BOVINA,8805
11/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143,SUL,Rio Grande do Sul,CACHOEIRA DO SUL,GORDURA BOVINA,348
11/2019,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,GORDURA BOVINA,9742
11/2019,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,GORDURA BOVINA,209
11/2019,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,GORDURA DE FRANGO,419
11/2019,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,GORDURA DE FRANGO,28
11/2019,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,GORDURA DE FRANGO,107
11/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,GORDURA DE FRANGO,105
11/2019,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA DE FRANGO,1253
11/2019,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,09267863000609,SUDESTE,São Paulo,SUMARE,GORDURA DE FRANGO,33
11/2019,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA DE FRANGO,905
11/2019,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,GORDURA DE FRANGO,470
11/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,GORDURA DE FRANGO,242
11/2019,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,GORDURA DE PORCO,442
11/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,GORDURA DE PORCO,173
11/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,GORDURA DE PORCO,117
11/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,GORDURA DE PORCO,5530
11/2019,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,GORDURA DE PORCO,1261
11/2019,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,GORDURA DE PORCO,1015
11/2019,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,02987873001056,SUL,Rio Grande do Sul,MUITOS CAPOES,GORDURA DE PORCO,447
11/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,GORDURA DE PORCO,1379
11/2019,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),729
11/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1272
11/2019,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),119
11/2019,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),512
11/2019,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,08772264000175,CENTRO OESTE,Mato Grosso,VARZEA GRANDE,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),434
11/2019,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,08684263000179,CENTRO OESTE,Mato Grosso,NOVA MARILANDIA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),1094
11/2019,CAIBIENSE GRAN VITA LTDA,75817163000756,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),427
11/2019,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226,CENTRO OESTE,Mato Grosso,RONDONOPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),916
11/2019,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),121
11/2019,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358,NORDESTE,Bahia,IRAQUARA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),2573
11/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),605
11/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430,NORTE,Tocantins,PORTO NACIONAL,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),407
11/2019,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120,SUDESTE,São Paulo,ORLANDIA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),903
11/2019,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,07322382000461,SUL,Paraná,MARIALVA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),415
11/2019,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),1944
11/2019,TRES TENTOS AGROINDUSTRIAL SA,94813102001737,SUL,Rio Grande do Sul,IJUI,ÓLEO DE COLZA/CANOLA (BRESSICA CAMPESTRIS),354
11/2019,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,08387930000151,CENTRO OESTE,Mato Grosso,CUIABA,ÓLEO DE FRITURA USADO,262
"11/2019,""BIOCAMP INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE BIODIESEL LTDA"",08094915000115,CENTRO OESTE,Mato Grosso,CAMPO VERDE,ÓLEO DE FRITURA USADO,42"
11/2019,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100,CENTRO OESTE,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE FRITURA USADO,2
11/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386,NORDESTE,Bahia,CANDEIAS,ÓLEO DE FRITURA USADO,126
11/2019,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467,SUDESTE,Minas Gerais,MONTES CLAROS,ÓLEO DE FRITURA USADO,44
11/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,ÓLEO DE FRITURA USADO,3579
11/2019,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE FRITURA USADO,3116
11/2019,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE FRITURA USADO,66
11/2019,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257,SUL,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE FRITURA USADO,153
11/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683,SUL,Rio Grande do Sul,ERECHIM,ÓLEO DE FRITURA USADO,182
11/2019,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660,CENTRO OESTE,Goiás,ANAPOLIS,ÓLEO DE MILHO,2
11/2019,MINERVA S.A.,67620377004705,CENTRO OESTE,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE MILHO,1400
11/2019,BUNGE ALIMENTOS S/A,84046101054366,CENTRO OESTE,Mato Grosso,NOVA MUTUM,ÓLEO DE MILHO,150567
11/2019,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085,SUDESTE,Rio de Janeiro,PORTO REAL,ÓLEO DE MILHO,0
11/2019,JBS S/A,02916265013300,SUDESTE,São Paulo,LINS,ÓLEO DE MILHO,530
11/2019,POTENCIAL BIODIESEL LTDA,12613484000123,SUL,Paraná,LAPA,ÓLEO DE MILHO,157
11/2019,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,07113559000177,CENTRO OESTE,Goiás,FORMOSA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O,1420
