,Mês/Ano,Razão Social,CNPJ,Estado,Município,Produto,Quantidade (m³)
2515,07/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,OUTROS MATERIAIS GRAXOS,195.0
2516,07/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,OUTROS MATERIAIS GRAXOS,3378.0
2517,07/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085.0,Rio de Janeiro,PORTO REAL,OUTROS MATERIAIS GRAXOS,505.0
2518,07/2020,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,OUTROS MATERIAIS GRAXOS,477.0
2519,07/2020,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000461.0,Paraná,MARIALVA,OUTROS MATERIAIS GRAXOS,11911.0
2520,07/2020,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,2987873001056.0,Rio Grande do Sul,MUITOS CAPOES,OUTROS MATERIAIS GRAXOS,1117.0
2521,07/2020,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000119.0,Rio Grande do Sul,PASSO FUNDO,OUTROS MATERIAIS GRAXOS,10644.0
2522,07/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143.0,Rio Grande do Sul,CACHOEIRA DO SUL,OUTROS MATERIAIS GRAXOS,327.0
2523,07/2020,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257.0,Rio Grande do Sul,VERANOPOLIS,OUTROS MATERIAIS GRAXOS,992.0
2524,07/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,OUTROS MATERIAIS GRAXOS,3332.0
2525,06/2020,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,ÁCIDO GRAXO DE ÓLEO DE PALMA / DENDÊ,59.0
2526,06/2020,CARAMURU ALIMENTOS S.A.,80671000371.0,Goiás,SAO SIMAO,ÁCIDO GRAXO DE ÓLEO DE SOJA,100.0
2527,06/2020,CARAMURU ALIMENTOS S.A.,80671002153.0,Goiás,IPAMERI,ÁCIDO GRAXO DE ÓLEO DE SOJA,71.0
2528,06/2020,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,ÁCIDO GRAXO DE ÓLEO DE SOJA,342.0
2529,06/2020,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,ÁCIDO GRAXO DE ÓLEO DE SOJA,602.0
2530,06/2020,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,GORDURA BOVINA,4253.0
2531,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,GORDURA BOVINA,561.0
2532,06/2020,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,GORDURA BOVINA,1389.0
2533,06/2020,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,8387930000151.0,Mato Grosso,CUIABA,GORDURA BOVINA,424.0
2534,06/2020,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,8772264000175.0,Mato Grosso,VARZEA GRANDE,GORDURA BOVINA,444.0
2535,06/2020,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,8382761000167.0,Mato Grosso,FELIZ NATAL,GORDURA BOVINA,510.0
2536,06/2020,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135.0,Mato Grosso,CUIABA,GORDURA BOVINA,2845.0
2537,06/2020,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100.0,Mato Grosso do Sul,RIO BRILHANTE,GORDURA BOVINA,1843.0
2538,06/2020,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358.0,Bahia,IRAQUARA,GORDURA BOVINA,4295.0
2539,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386.0,Bahia,CANDEIAS,GORDURA BOVINA,2618.0
2540,06/2020,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,8794451000150.0,Rondônia,JI-PARANA,GORDURA BOVINA,299.0
2541,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,GORDURA BOVINA,454.0
2542,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,GORDURA BOVINA,5855.0
2543,06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085.0,Rio de Janeiro,PORTO REAL,GORDURA BOVINA,37.0
2544,06/2020,JBS S/A,2916265013300.0,São Paulo,LINS,GORDURA BOVINA,7129.0
2545,06/2020,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,GORDURA BOVINA,3815.0
2546,06/2020,FUGA COUROS SA,91302349001610.0,Rio Grande do Sul,CAMARGO,GORDURA BOVINA,7990.0
2547,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143.0,Rio Grande do Sul,CACHOEIRA DO SUL,GORDURA BOVINA,1632.0
2548,06/2020,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257.0,Rio Grande do Sul,VERANOPOLIS,GORDURA BOVINA,4865.0
2549,06/2020,TRES TENTOS AGROINDUSTRIAL SA,94813102001737.0,Rio Grande do Sul,IJUI,GORDURA BOVINA,453.0
2550,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,GORDURA DE FRANGO,95.0
2551,06/2020,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,8387930000151.0,Mato Grosso,CUIABA,GORDURA DE FRANGO,36.0
2552,06/2020,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100.0,Mato Grosso do Sul,RIO BRILHANTE,GORDURA DE FRANGO,87.0
2553,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386.0,Bahia,CANDEIAS,GORDURA DE FRANGO,69.0
2554,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,GORDURA DE FRANGO,128.0
2555,06/2020,JBS S/A,2916265013300.0,São Paulo,LINS,GORDURA DE FRANGO,1173.0
2556,06/2020,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,GORDURA DE FRANGO,1515.0
2557,06/2020,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,2987873001056.0,Rio Grande do Sul,MUITOS CAPOES,GORDURA DE FRANGO,126.0
2558,06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,GORDURA DE FRANGO,73.0
2559,06/2020,TRES TENTOS AGROINDUSTRIAL SA,94813102001737.0,Rio Grande do Sul,IJUI,GORDURA DE FRANGO,34.0
2560,06/2020,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,GORDURA DE PORCO,378.0
2561,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,GORDURA DE PORCO,240.0
2562,06/2020,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,8387930000151.0,Mato Grosso,CUIABA,GORDURA DE PORCO,62.0
2563,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,GORDURA DE PORCO,267.0
2564,06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085.0,Rio de Janeiro,PORTO REAL,GORDURA DE PORCO,8919.0
2565,06/2020,JBS S/A,2916265013300.0,São Paulo,LINS,GORDURA DE PORCO,787.0
2566,06/2020,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,GORDURA DE PORCO,1015.0
2567,06/2020,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,2987873001056.0,Rio Grande do Sul,MUITOS CAPOES,GORDURA DE PORCO,73.0
2568,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143.0,Rio Grande do Sul,CACHOEIRA DO SUL,GORDURA DE PORCO,992.0
2569,06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,GORDURA DE PORCO,2267.0
2570,06/2020,TRES TENTOS AGROINDUSTRIAL SA,94813102001737.0,Rio Grande do Sul,IJUI,GORDURA DE PORCO,32.0
2571,06/2020,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),344.0
2572,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),609.0
2573,06/2020,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),963.0
2574,06/2020,ALIANCA BIOCOMBUSTIVEL LTDA,10737181000197.0,Mato Grosso,RONDONOPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),136.0
2575,06/2020,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,8387930000151.0,Mato Grosso,CUIABA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),536.0
2576,06/2020,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,8684263000179.0,Mato Grosso,NOVA MARILANDIA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),674.0
2577,06/2020,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226.0,Mato Grosso,RONDONOPOLIS,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),23.0
2578,06/2020,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,8382761000167.0,Mato Grosso,FELIZ NATAL,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),87.0
2579,06/2020,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358.0,Bahia,IRAQUARA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),889.0
2580,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),75.0
2581,06/2020,CESBRA QUIMICA LTDA,8436584000154.0,Rio de Janeiro,VOLTA REDONDA,ÓLEO DE ALGODÃO (GOSSYPIUM HIRSUT),220.0
2582,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,ÓLEO DE FRITURA USADO,141.0
2583,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386.0,Bahia,CANDEIAS,ÓLEO DE FRITURA USADO,17.0
2584,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,ÓLEO DE FRITURA USADO,349.0
2585,06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085.0,Rio de Janeiro,PORTO REAL,ÓLEO DE FRITURA USADO,1832.0
2586,06/2020,JBS S/A,2916265013300.0,São Paulo,LINS,ÓLEO DE FRITURA USADO,2882.0
2587,06/2020,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,ÓLEO DE FRITURA USADO,201.0
2588,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143.0,Rio Grande do Sul,CACHOEIRA DO SUL,ÓLEO DE FRITURA USADO,6.0
2589,06/2020,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257.0,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE FRITURA USADO,108.0
2590,06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,ÓLEO DE FRITURA USADO,124.0
2591,06/2020,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE MILHO,40.0
2592,06/2020,BUNGE ALIMENTOS S/A,84046101054366.0,Mato Grosso,NOVA MUTUM,ÓLEO DE MILHO,330.0
2593,06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085.0,Rio de Janeiro,PORTO REAL,ÓLEO DE MILHO,155.0
2594,06/2020,JBS S/A,2916265013300.0,São Paulo,LINS,ÓLEO DE MILHO,218.0
2595,06/2020,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),352.0
2596,06/2020,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),1102.0
2597,06/2020,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358.0,Bahia,IRAQUARA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),10434.0
2598,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386.0,Bahia,CANDEIAS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),77.0
2599,06/2020,J APARECIDO DOS SANTOS,33931174000127.0,Piauí,FLORIANO,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),772.0
2600,06/2020,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,8794451000150.0,Rondônia,JI-PARANA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),180.0
2601,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),2738.0
2602,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),187.0
2603,06/2020,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120.0,São Paulo,ORLANDIA,ÓLEO DE PALMA/DENDÊ (ELAEIS GUINEENSIS OU ELAEIS O),2429.0
2604,06/2020,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,ÓLEO DE SOJA (GLYCINE MAX),7849.0
2605,06/2020,CARAMURU ALIMENTOS S.A.,80671000371.0,Goiás,SAO SIMAO,ÓLEO DE SOJA (GLYCINE MAX),14171.0
2606,06/2020,CARAMURU ALIMENTOS S.A.,80671002153.0,Goiás,IPAMERI,ÓLEO DE SOJA (GLYCINE MAX),13722.0
2607,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,ÓLEO DE SOJA (GLYCINE MAX),26886.0
2608,06/2020,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,ÓLEO DE SOJA (GLYCINE MAX),2500.0
2609,06/2020,ADM DO BRASIL LTDA,2003402002461.0,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),26329.0
2610,06/2020,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,8387930000151.0,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),315.0
2611,06/2020,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,8772264000175.0,Mato Grosso,VARZEA GRANDE,ÓLEO DE SOJA (GLYCINE MAX),1115.0
2612,06/2020,BIOPAR PRODUCAO DE BIODIESEL PARECIS LTDA,8684263000179.0,Mato Grosso,NOVA MARILANDIA,ÓLEO DE SOJA (GLYCINE MAX),2028.0
2613,06/2020,BUNGE ALIMENTOS S/A,84046101054366.0,Mato Grosso,NOVA MUTUM,ÓLEO DE SOJA (GLYCINE MAX),13502.0
2614,06/2020,CARAMURU ALIMENTOS S.A.,80671002668.0,Mato Grosso,SORRISO,ÓLEO DE SOJA (GLYCINE MAX),9445.0
2615,06/2020,COFCO INTERNATIONAL GRAINS LTDA.,29332398000226.0,Mato Grosso,RONDONOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),27367.0
2616,06/2020,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135.0,Mato Grosso,CUIABA,ÓLEO DE SOJA (GLYCINE MAX),8358.0
2617,06/2020,CARGILL AGRICOLA S A,60498706029481.0,Mato Grosso do Sul,TRES LAGOAS,ÓLEO DE SOJA (GLYCINE MAX),11539.0
2618,06/2020,DELTA BIOCOMBUSTIVEIS INDUSTRIA E COMERCIO LTDA,11513699000100.0,Mato Grosso do Sul,RIO BRILHANTE,ÓLEO DE SOJA (GLYCINE MAX),3051.0
2619,06/2020,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358.0,Bahia,IRAQUARA,ÓLEO DE SOJA (GLYCINE MAX),7977.0
2620,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386.0,Bahia,CANDEIAS,ÓLEO DE SOJA (GLYCINE MAX),296.0
2621,06/2020,J APARECIDO DOS SANTOS,33931174000127.0,Piauí,FLORIANO,ÓLEO DE SOJA (GLYCINE MAX),2757.0
2622,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,ÓLEO DE SOJA (GLYCINE MAX),14339.0
2623,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,ÓLEO DE SOJA (GLYCINE MAX),2000.0
2624,06/2020,CESBRA QUIMICA LTDA,8436584000154.0,Rio de Janeiro,VOLTA REDONDA,ÓLEO DE SOJA (GLYCINE MAX),2081.0
2625,06/2020,JBS S/A,2916265013300.0,São Paulo,LINS,ÓLEO DE SOJA (GLYCINE MAX),811.0
2626,06/2020,PRODUTOS ALIMENTICIOS ORLANDIA S A COMERCIO E INDUSTRIA,53309845000120.0,São Paulo,ORLANDIA,ÓLEO DE SOJA (GLYCINE MAX),3958.0
2627,06/2020,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000461.0,Paraná,MARIALVA,ÓLEO DE SOJA (GLYCINE MAX),20523.0
2628,06/2020,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,ÓLEO DE SOJA (GLYCINE MAX),17445.0
2629,06/2020,BIANCHINI SA INDUSTRIA COMERCIO E AGRICULTURA,87548020000260.0,Rio Grande do Sul,CANOAS,ÓLEO DE SOJA (GLYCINE MAX),29249.0
2630,06/2020,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,2987873001056.0,Rio Grande do Sul,MUITOS CAPOES,ÓLEO DE SOJA (GLYCINE MAX),4951.0
2631,06/2020,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000119.0,Rio Grande do Sul,PASSO FUNDO,ÓLEO DE SOJA (GLYCINE MAX),31311.0
2632,06/2020,CAMERA AGROALIMENTOS S.A,98248644002656.0,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),14761.0
2633,06/2020,FUGA COUROS SA,91302349001610.0,Rio Grande do Sul,CAMARGO,ÓLEO DE SOJA (GLYCINE MAX),2729.0
2634,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143.0,Rio Grande do Sul,CACHOEIRA DO SUL,ÓLEO DE SOJA (GLYCINE MAX),3156.0
2635,06/2020,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257.0,Rio Grande do Sul,VERANOPOLIS,ÓLEO DE SOJA (GLYCINE MAX),16238.0
2636,06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,ÓLEO DE SOJA (GLYCINE MAX),12281.0
2637,06/2020,TRES TENTOS AGROINDUSTRIAL SA,94813102001737.0,Rio Grande do Sul,IJUI,ÓLEO DE SOJA (GLYCINE MAX),16182.0
2638,06/2020,ADM DO BRASIL LTDA,2003402004677.0,Santa Catarina,JOACABA,ÓLEO DE SOJA (GLYCINE MAX),10915.0
2639,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,OUTROS MATERIAIS GRAXOS,5920.0
2640,06/2020,COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DE FELIZ NATAL - COOPERFELIZ,8382761000167.0,Mato Grosso,FELIZ NATAL,OUTROS MATERIAIS GRAXOS,928.0
2641,06/2020,FIAGRIL LTDA,2734023000821.0,Mato Grosso,LUCAS DO RIO VERDE,OUTROS MATERIAIS GRAXOS,14933.0
2642,06/2020,JBS S/A,2916265028099.0,Mato Grosso,CAMPO VERDE,OUTROS MATERIAIS GRAXOS,6825.0
2643,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386.0,Bahia,CANDEIAS,OUTROS MATERIAIS GRAXOS,8485.0
2644,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,OUTROS MATERIAIS GRAXOS,599.0
2645,06/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,OUTROS MATERIAIS GRAXOS,3346.0
2646,06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085.0,Rio de Janeiro,PORTO REAL,OUTROS MATERIAIS GRAXOS,481.0
2647,06/2020,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,OUTROS MATERIAIS GRAXOS,1022.0
2648,06/2020,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000461.0,Paraná,MARIALVA,OUTROS MATERIAIS GRAXOS,10207.0
2649,06/2020,BOCCHI INDUSTRIA E COMERCIO DE CEREAIS LTDA,2987873001056.0,Rio Grande do Sul,MUITOS CAPOES,OUTROS MATERIAIS GRAXOS,1498.0
2650,06/2020,BSBIOS INDUSTRIA E COMERCIO DE BIODIESEL SUL BRASIL S/A,7322382000119.0,Rio Grande do Sul,PASSO FUNDO,OUTROS MATERIAIS GRAXOS,9826.0
2651,06/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143.0,Rio Grande do Sul,CACHOEIRA DO SUL,OUTROS MATERIAIS GRAXOS,236.0
2652,06/2020,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257.0,Rio Grande do Sul,VERANOPOLIS,OUTROS MATERIAIS GRAXOS,78.0
2653,06/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836000683.0,Rio Grande do Sul,ERECHIM,OUTROS MATERIAIS GRAXOS,2713.0
2654,05/2020,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,ÁCIDO GRAXO DE ÓLEO DE PALMA / DENDÊ,168.0
2655,05/2020,CARAMURU ALIMENTOS S.A.,80671000371.0,Goiás,SAO SIMAO,ÁCIDO GRAXO DE ÓLEO DE SOJA,95.0
2656,05/2020,CARAMURU ALIMENTOS S.A.,80671002153.0,Goiás,IPAMERI,ÁCIDO GRAXO DE ÓLEO DE SOJA,130.0
2657,05/2020,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,ÁCIDO GRAXO DE ÓLEO DE SOJA,31.0
2658,05/2020,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,ÁCIDO GRAXO DE ÓLEO DE SOJA,235.0
2659,05/2020,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,GORDURA BOVINA,2530.0
2660,05/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329002660.0,Goiás,ANAPOLIS,GORDURA BOVINA,433.0
2661,05/2020,MINERVA S.A.,67620377004705.0,Goiás,PALMEIRAS DE GOIAS,GORDURA BOVINA,187.0
2662,05/2020,BIO OLEO INDUSTRIA E COMERCIO DE BIOCOMBUSTIVEL LTDA - EPP,8387930000151.0,Mato Grosso,CUIABA,GORDURA BOVINA,144.0
2663,05/2020,BIO VIDA PRODUCAO E COMERCIO DE BIODIESEL LTDA - ME,8772264000175.0,Mato Grosso,VARZEA GRANDE,GORDURA BOVINA,241.0
2664,05/2020,DELTA CUIABA PRODUTORA DE BIOCOMBUSTIVEIS LTDA.,11652509000135.0,Mato Grosso,CUIABA,GORDURA BOVINA,3527.0
2665,05/2020,OLEOPLAN NORDESTE INDUSTRIA DE BIOCOMBUSTIVEL LTDA.,13463913000358.0,Bahia,IRAQUARA,GORDURA BOVINA,2389.0
2666,05/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000386.0,Bahia,CANDEIAS,GORDURA BOVINA,3484.0
2667,05/2020,AMAZONBIO - INDUSTRIA E COMERCIO DE BIODIESEL DA AMAZONIA LTDA.,8794451000150.0,Rondônia,JI-PARANA,GORDURA BOVINA,565.0
2668,05/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329008430.0,Tocantins,PORTO NACIONAL,GORDURA BOVINA,598.0
2669,05/2020,PETROBRAS BIOCOMBUSTIVEL S/A,10144628000467.0,Minas Gerais,MONTES CLAROS,GORDURA BOVINA,4914.0
2670,05/2020,OLFAR S/A - ALIMENTO E ENERGIA,91830836004085.0,Rio de Janeiro,PORTO REAL,GORDURA BOVINA,295.0
2671,05/2020,JBS S/A,2916265013300.0,São Paulo,LINS,GORDURA BOVINA,2920.0
2672,05/2020,PRISMA COMERCIAL EXPORTADORA DE OLEOQUIMICOS LTDA,9267863000609.0,São Paulo,SUMARE,GORDURA BOVINA,70.0
2673,05/2020,POTENCIAL BIODIESEL LTDA,12613484000123.0,Paraná,LAPA,GORDURA BOVINA,1277.0
2674,05/2020,FUGA COUROS SA,91302349001610.0,Rio Grande do Sul,CAMARGO,GORDURA BOVINA,7927.0
2675,05/2020,GRANOL INDUSTRIA COMERCIO E EXPORTACAO SA,50290329006143.0,Rio Grande do Sul,CACHOEIRA DO SUL,GORDURA BOVINA,838.0
2676,05/2020,OLEOPLAN S.A. OLEOS VEGETAIS PLANALTO,88676127000257.0,Rio Grande do Sul,VERANOPOLIS,GORDURA BOVINA,5396.0
2677,05/2020,BINATURAL INDUSTRIA E COMERCIO DE OLEOS VEGETAIS LTDA - EPP,7113559000177.0,Goiás,FORMOSA,GORDURA DE FRANGO,152.0
